datetime,temperature,pressure,windspeed,electricity_consumption
2014/1/16 9:00,15.7,967,6.795,372
2014/1/16 10:00,16.4,968,4.645,339
2014/1/16 11:00,15,968,4.505,309
2014/1/16 12:00,15.7,971,6.045,249
2014/1/16 13:00,16.4,978,9.925,246
2014/1/16 14:00,17.9,969,2.39,285
2014/1/16 15:00,16.4,979,4.88,291
2014/1/16 16:00,15.7,975,6.17,258
2014/1/16 17:00,15.7,965,8.21,267
2014/1/16 18:00,15.7,969,9.25,255
2014/1/16 19:00,15.7,967,13.13,288
2014/1/16 20:00,12.9,969,17.15,285
2014/1/16 21:00,12.1,969,19.315,246
2014/1/16 22:00,13.6,971,1.64,240
2014/1/16 23:00,13.6,982,3.28,255
2014/1/17 0:00,12.1,973,3.42,246
2014/1/17 1:00,11.4,967,4.63,246
2014/1/17 2:00,11.4,980,5.02,261
2014/1/17 3:00,10.7,981,8.4,204
2014/1/17 4:00,10,966,11.53,213
2014/1/17 5:00,10.7,963,1.89,231
2014/1/17 6:00,11.4,976,3.155,213
2014/1/17 7:00,12.1,976,3.665,201
2014/1/17 8:00,11.4,983,6.295,201
2014/1/17 9:00,12.1,975,9.425,210
2014/1/17 10:00,12.9,970,11.805,198
2014/1/17 11:00,12.1,978,16.075,234
2014/1/17 12:00,15,973,1.765,231
2014/1/17 13:00,14.3,970,5.77,219
2014/1/17 14:00,12.9,976,8.15,186
2014/1/17 15:00,13.6,969,11.155,240
2014/1/17 16:00,13.6,969,14.91,237
2014/1/17 17:00,13.6,978,17.415,270
2014/1/17 18:00,14.3,970,21.545,246
2014/1/17 19:00,13.6,979,23.335,255
2014/1/17 20:00,13.6,969,2.39,258
2014/1/17 21:00,12.9,970,2.39,276
2014/1/17 22:00,11.4,970,3.165,294
2014/1/17 23:00,12.9,973,2.515,330
2014/1/18 0:00,13.6,975,2.265,297
2014/1/18 1:00,12.1,969,2.14,297
2014/1/18 2:00,11.4,980,2.915,306
2014/1/18 3:00,11.4,966,2.015,300
2014/1/18 4:00,13.6,970,2.14,294
2014/1/18 5:00,13.6,982,2.14,270
2014/1/18 6:00,12.1,974,3.03,291
2014/1/18 7:00,12.1,974,2.79,252
2014/1/18 8:00,13.6,971,2.415,276
2014/1/18 9:00,12.1,982,4.455,315
2014/1/18 10:00,12.9,979,6.495,279
2014/1/18 11:00,13.6,966,1.515,300
2014/1/18 12:00,15,981,3.53,312
2014/1/18 13:00,17.9,970,5.445,309
2014/1/18 14:00,15,974,5.395,318
2014/1/18 15:00,17.1,981,9.665,288
2014/1/18 16:00,15.7,973,15.225,291
2014/1/18 17:00,15,978,18.495,279
2014/1/18 18:00,15.7,967,23.64,294
2014/1/18 19:00,14.3,980,26.645,285
2014/1/18 20:00,13.6,972,29.025,279
2014/1/18 21:00,15,964,32.28,309
2014/1/18 22:00,12.9,981,34.945,282
2014/1/18 23:00,12.9,971,35.485,324
2014/1/19 0:00,12.9,970,37.775,306
2014/1/19 1:00,12.9,976,41.405,336
2014/1/19 2:00,12.1,972,44.16,333
2014/1/19 3:00,12.1,981,47.415,309
2014/1/19 4:00,12.1,970,50.17,312
2014/1/19 5:00,13.6,976,53.675,321
2014/1/19 6:00,12.9,979,54.965,279
2014/1/19 7:00,11.4,982,56.63,273
2014/1/19 8:00,13.6,968,59.42,288
2014/1/19 9:00,14.3,976,60.96,315
2014/1/19 10:00,15,981,62.875,342
2014/1/19 11:00,15,969,64.79,369
2014/1/19 12:00,14.3,979,65.955,366
2014/1/19 13:00,16.4,980,1.515,387
2014/1/19 14:00,16.4,978,2.54,420
2014/1/19 15:00,16.4,966,4.955,426
2014/1/19 16:00,15.7,970,8.085,441
2014/1/19 17:00,17.1,976,11.34,423
2014/1/19 18:00,15,980,13.505,447
2014/1/19 19:00,16.4,973,15.17,489
2014/1/19 20:00,16.4,974,1.89,492
2014/1/19 21:00,14.3,982,2.665,522
2014/1/19 22:00,15.7,972,4.83,525
2014/1/19 23:00,15,963,6.245,504
2014/1/20 0:00,13.6,981,1.515,486
2014/1/20 1:00,15,963,2.14,531
2014/1/20 2:00,14.3,968,3.155,561
2014/1/20 3:00,15.7,962,3.295,546
2014/1/20 4:00,15,979,2.64,546
2014/1/20 5:00,14.3,975,2.515,552
2014/1/20 6:00,15,971,2.655,561
2014/1/20 7:00,13.6,972,4.17,576
2014/1/20 8:00,14.3,973,2.415,579
2014/1/20 9:00,14.3,973,2.765,600
2014/1/20 10:00,15,975,2.79,591
2014/1/20 11:00,16.4,973,2.265,576
2014/1/20 12:00,17.9,972,3.54,555
2014/1/20 13:00,17.9,976,2.015,558
2014/1/20 14:00,17.1,963,2.415,552
2014/1/20 15:00,17.9,978,4.33,546
2014/1/20 16:00,18.6,974,7.12,510
2014/1/20 17:00,20,971,2.515,435
2014/1/20 18:00,17.9,974,3.54,465
2014/1/20 19:00,17.9,967,4.205,483
2014/1/20 20:00,18.6,970,7.245,468
2014/1/20 21:00,15.7,976,8.66,465
2014/1/20 22:00,15.7,982,9.925,519
2014/1/20 23:00,17.1,970,11.34,546
2014/1/21 0:00,17.1,980,13.72,606
2014/1/21 1:00,15.7,974,17.225,573
2014/1/21 2:00,16.4,974,19.98,582
2014/1/21 3:00,16.4,970,22.52,621
2014/1/21 4:00,14.3,967,23.435,582
2014/1/21 5:00,14.3,963,1.64,663
2014/1/21 6:00,15.7,980,4.38,600
2014/1/21 7:00,14.3,976,2.515,597
2014/1/21 8:00,15,981,5.005,630
2014/1/21 9:00,15,969,7.635,639
2014/1/21 10:00,16.4,982,10.265,630
2014/1/21 11:00,19.3,965,1.89,609
2014/1/21 12:00,17.9,982,3.665,642
2014/1/21 13:00,17.9,976,6.295,597
2014/1/21 14:00,18.6,966,9.175,564
2014/1/21 15:00,18.6,974,9.925,333
2014/1/21 16:00,15.7,961,12.805,234
2014/1/21 17:00,15,961,16.325,267
2014/1/21 18:00,15,977,22.51,240
2014/1/21 19:00,12.9,965,25.14,264
2014/1/21 20:00,13.6,979,4.255,264
2014/1/21 21:00,12.9,975,5.92,240
2014/1/21 22:00,12.1,974,4.005,222
2014/1/21 23:00,14.3,973,6.795,225
2014/1/22 0:00,14.3,974,1.765,210
2014/1/22 1:00,12.1,969,2.405,225
2014/1/22 2:00,13.6,967,3.295,216
2014/1/22 3:00,14.3,966,4.685,249
2014/1/22 4:00,13.6,967,2.79,240
2014/1/22 5:00,12.9,959,1.765,228
2014/1/22 6:00,12.9,961,1.64,228
2014/1/22 7:00,14.3,968,2.64,243
2014/1/22 8:00,12.1,961,3.03,240
2014/1/22 9:00,12.9,968,3.295,258
2014/1/22 10:00,12.9,961,5.435,255
2014/1/22 11:00,12.9,979,3.165,246
2014/1/22 12:00,15,971,3.04,255
2014/1/22 13:00,15,969,4.505,222
2014/1/22 14:00,14.3,970,7.01,222
2014/1/22 15:00,15.7,970,2.79,216
2014/1/22 16:00,17.1,971,5.455,210
2014/1/22 17:00,17.1,970,6.62,225
2014/1/22 18:00,16.4,964,3.54,228
2014/1/22 19:00,16.4,958,4.955,231
2014/1/22 20:00,15.7,970,5.595,252
2014/1/22 21:00,14.3,966,2.015,333
2014/1/22 22:00,12.9,961,2.265,324
2014/1/22 23:00,12.9,965,2.405,303
2014/1/23 0:00,12.1,970,2.265,297
2014/1/23 1:00,12.1,969,2.79,324
2014/1/23 2:00,13.6,976,1.64,294
2014/1/23 3:00,12.9,977,2.39,276
2014/1/23 4:00,12.9,971,2.64,279
2014/1/23 5:00,10.7,975,4.18,228
2014/1/23 6:00,12.1,963,6.095,222
2014/1/23 7:00,14.3,970,1.95,249
2014/1/23 8:00,14.3,961,4.755,210
2014/1/23 9:00,15.7,969,3.665,210
2014/1/23 10:00,15.7,970,4.005,201
2014/1/23 11:00,17.9,971,2.54,231
2014/1/23 12:00,19.3,960,2.015,231
2014/1/23 13:00,18.6,972,2.915,231
2014/1/23 14:00,20.7,965,2.915,240
2014/1/23 15:00,18.6,966,6.17,246
2014/1/23 16:00,19.3,968,10.565,237
2014/1/23 17:00,18.6,971,12.82,231
2014/1/23 18:00,17.9,962,16.84,234
2014/1/23 19:00,18.6,964,20.47,237
2014/1/23 20:00,15.7,972,22.885,261
2014/1/23 21:00,17.1,970,23.675,264
2014/1/23 22:00,15,963,26.805,246
2014/1/23 23:00,15,977,34.73,267
2014/2/1 0:00,12.9,968,51.57,276
2014/2/1 1:00,12.1,980,52.485,288
2014/2/1 2:00,12.1,974,54.275,300
2014/2/1 3:00,13.6,971,57.065,303
2014/2/1 4:00,10.7,974,58.605,309
2014/2/1 5:00,12.9,982,2.14,312
2014/2/1 6:00,10.7,981,2.265,303
2014/2/1 7:00,12.1,966,3.155,321
2014/2/1 8:00,15,986,4.82,321
2014/2/1 9:00,14.3,980,3.165,333
2014/2/1 10:00,15.7,984,4.555,318
2014/2/1 11:00,17.1,979,2.79,330
2014/2/1 12:00,17.9,971,1.765,309
2014/2/1 13:00,19.3,975,2.665,318
2014/2/1 14:00,19.3,979,4.955,306
2014/2/1 15:00,17.1,981,9.475,306
2014/2/1 16:00,17.9,976,12.495,309
2014/2/1 17:00,16.4,980,17.515,321
2014/2/1 18:00,15.7,971,22.31,327
2014/2/1 19:00,16.4,975,25.315,336
2014/2/1 20:00,15,976,26.23,309
2014/2/1 21:00,12.9,985,28.52,330
2014/2/1 22:00,15,969,2.265,321
2014/2/1 23:00,12.1,975,1.965,315
2014/2/2 0:00,12.9,982,2.915,321
2014/2/2 1:00,12.1,970,5.33,348
2014/2/2 2:00,12.9,984,6.495,378
2014/2/2 3:00,14.3,983,8.535,363
2014/2/2 4:00,12.9,981,9.8,354
2014/2/2 5:00,12.9,970,9.94,366
2014/2/2 6:00,12.1,975,12.23,402
2014/2/2 7:00,13.6,976,13.395,408
2014/2/2 8:00,13.6,970,2.39,444
2014/2/2 9:00,14.3,975,3.665,420
2014/2/2 10:00,16.4,982,5.08,396
2014/2/2 11:00,15.7,984,5.995,357
2014/2/2 12:00,17.1,983,8.285,351
2014/2/2 13:00,17.1,966,11.415,342
2014/2/2 14:00,18.6,978,15.295,357
2014/2/2 15:00,18.6,976,18.565,336
2014/2/2 16:00,16.4,971,22.71,330
2014/2/2 17:00,17.1,969,25.965,360
2014/2/2 18:00,16.4,970,29.595,351
2014/2/2 19:00,15.7,983,32.225,396
2014/2/2 20:00,14.3,986,35.48,387
2014/2/2 21:00,15,970,38.36,339
2014/2/2 22:00,14.3,985,41.865,321
2014/2/2 23:00,13.6,983,42.905,309
2014/2/3 0:00,12.9,972,45.695,336
2014/2/3 1:00,13.6,967,48.575,315
2014/2/3 2:00,12.9,976,51.58,306
2014/2/3 3:00,11.4,982,2.39,312
2014/2/3 4:00,13.6,973,2.265,306
2014/2/3 5:00,13.6,986,3.655,336
2014/2/3 6:00,12.9,972,2.265,312
2014/2/3 7:00,12.1,977,2.665,303
2014/2/3 8:00,13.6,982,6.545,321
2014/2/3 9:00,13.6,981,10.565,312
2014/2/3 10:00,14.3,980,13.585,330
2014/2/3 11:00,17.1,975,17.84,321
2014/2/3 12:00,15.7,986,21.985,312
2014/2/3 13:00,15.7,972,24.99,306
2014/2/3 14:00,17.9,967,28.51,303
2014/2/3 15:00,17.1,970,32.655,333
2014/2/3 16:00,15.7,965,37.575,336
2014/2/3 17:00,15,976,41.745,312
2014/2/3 18:00,13.6,980,45.89,312
2014/2/3 19:00,13.6,981,51.035,312
2014/2/3 20:00,12.9,979,52.915,312
2014/2/3 21:00,12.1,972,56.92,315
2014/2/3 22:00,12.1,980,59.3,315
2014/2/3 23:00,12.1,979,62.215,333
2014/2/4 0:00,12.9,983,63.105,297
2014/2/4 1:00,12.9,981,63.37,312
2014/2/4 2:00,13.6,969,2.39,321
2014/2/4 3:00,13.6,969,2.405,318
2014/2/4 4:00,12.9,970,4.42,315
2014/2/4 5:00,12.1,983,4.685,318
2014/2/4 6:00,12.1,971,2.14,294
2014/2/4 7:00,12.9,973,1.64,318
2014/2/4 8:00,15,971,2.415,297
2014/2/4 9:00,15,980,5.33,324
2014/2/4 10:00,17.1,986,2.14,324
2014/2/4 11:00,15.7,968,2.78,294
2014/2/4 12:00,16.4,986,3.88,330
2014/2/4 13:00,15.7,981,8.135,327
2014/2/4 14:00,17.1,983,10.64,306
2014/2/4 15:00,16.4,984,11.93,324
2014/2/4 16:00,18.6,973,13.595,306
2014/2/4 17:00,17.1,974,15.51,297
2014/2/4 18:00,16.4,967,17.425,318
2014/2/4 19:00,17.1,972,21.305,324
2014/2/4 20:00,15,966,24.31,315
2014/2/4 21:00,13.6,966,25.725,315
2014/2/4 22:00,14.3,977,26.615,300
2014/2/4 23:00,12.9,970,28.155,330
2014/2/5 0:00,12.9,981,30.695,297
2014/2/5 1:00,13.6,980,32.61,294
2014/2/5 2:00,12.1,975,33.25,312
2014/2/5 3:00,14.3,983,3.29,324
2014/2/5 4:00,13.6,964,2.015,327
2014/2/5 5:00,12.1,967,2.415,309
2014/2/5 6:00,13.6,982,6.045,330
2014/2/5 7:00,15,972,9.925,300
2014/2/5 8:00,14.3,969,12.82,345
2014/2/5 9:00,16.4,966,17.075,312
2014/2/5 10:00,17.1,963,3.665,315
2014/2/5 11:00,17.9,962,2.54,300
2014/2/5 12:00,19.3,974,5.08,294
2014/2/5 13:00,20,972,2.665,303
2014/2/5 14:00,19.3,963,4.705,291
2014/2/5 15:00,21.4,976,2.015,288
2014/2/5 16:00,19.3,963,3.415,297
2014/2/5 17:00,20,960,6.17,318
2014/2/5 18:00,19.3,973,9.55,291
2014/2/5 19:00,17.1,976,12.305,288
2014/2/5 20:00,17.9,966,14.095,315
2014/2/5 21:00,15.7,967,16.01,288
2014/2/5 22:00,17.1,976,18.05,300
2014/2/5 23:00,15,968,19.965,360
2014/2/6 0:00,15.7,971,22.005,339
2014/2/6 1:00,14.3,962,23.295,429
2014/2/6 2:00,15.7,974,24.71,426
2014/2/6 3:00,15.7,974,26.25,444
2014/2/6 4:00,12.9,978,28.79,420
2014/2/6 5:00,15,970,2.14,423
2014/2/6 6:00,14.3,979,2.78,462
2014/2/6 7:00,14.3,976,2.79,444
2014/2/6 8:00,16.4,969,4.955,429
2014/2/6 9:00,17.1,968,2.265,453
2014/2/6 10:00,17.9,964,3.655,456
2014/2/6 11:00,17.9,966,4.42,432
2014/2/6 12:00,19.3,981,2.79,468
2014/2/6 13:00,20.7,970,2.265,432
2014/2/6 14:00,20.7,966,3.54,408
2014/2/6 15:00,20.7,965,6.295,468
2014/2/6 16:00,20,971,9.925,432
2014/2/6 17:00,18.6,981,10.965,432
2014/2/6 18:00,15,964,10.83,312
2014/2/6 19:00,13.6,976,19.255,225
2014/2/6 20:00,11.4,981,2.765,237
2014/2/6 21:00,10.7,971,6.295,234
2014/2/6 22:00,11.4,975,4.88,228
2014/2/6 23:00,12.9,969,2.515,228
2014/2/7 0:00,12.9,983,3.755,222
2014/2/7 1:00,12.9,975,3.665,222
2014/2/7 2:00,12.9,981,6.935,240
2014/2/7 3:00,10.7,983,8.725,228
2014/2/7 4:00,12.1,987,10.765,246
2014/2/7 5:00,13.6,984,14.145,228
2014/2/7 6:00,13.6,972,16.4,222
2014/2/7 7:00,12.1,971,20.03,249
2014/2/7 8:00,15,979,3.415,222
2014/2/7 9:00,14.3,979,5.895,249
2014/2/7 10:00,15.7,973,3.665,234
2014/2/7 11:00,18.6,984,3.68,228
2014/2/7 12:00,19.3,984,3.665,252
2014/2/7 13:00,21.4,977,2.265,228
2014/2/7 14:00,20.7,984,4.38,246
2014/2/7 15:00,21.4,971,5.92,234
2014/2/7 16:00,20.7,977,7.835,246
2014/2/7 17:00,19.3,982,10,240
2014/2/7 18:00,20,978,12.505,252
2014/2/7 19:00,16.4,978,16.26,243
2014/2/7 20:00,15.7,986,18.05,243
2014/2/7 21:00,17.1,980,21.055,249
2014/2/7 22:00,14.3,983,22.22,249
2014/2/7 23:00,13.6,971,1.64,252
2014/2/8 0:00,12.9,971,3.165,288
2014/2/8 1:00,15,982,1.765,258
2014/2/8 2:00,14.3,976,3.29,270
2014/2/8 3:00,14.3,971,2.265,333
2014/2/8 4:00,13.6,975,1.89,345
2014/2/8 5:00,12.1,968,2.905,315
2014/2/8 6:00,12.1,978,2.415,246
2014/2/8 7:00,12.9,985,5.33,264
2014/2/8 8:00,15.7,969,2.015,264
2014/2/8 9:00,17.9,973,3.165,270
2014/2/8 10:00,17.1,975,1.765,312
2014/2/8 11:00,17.9,977,3.655,288
2014/2/8 12:00,20,976,3.665,294
2014/2/8 13:00,17.9,974,4.705,300
2014/2/8 14:00,21.4,984,7.335,294
2014/2/8 15:00,20,967,11.215,306
2014/2/8 16:00,18.6,975,14.47,324
2014/2/8 17:00,19.3,972,16.975,303
2014/2/8 18:00,17.1,976,19.015,312
2014/2/8 19:00,17.9,971,20.43,309
2014/2/8 20:00,16.4,970,22.22,327
2014/2/8 21:00,15,973,26.475,342
2014/2/8 22:00,15.7,965,27.39,339
2014/2/8 23:00,16.4,966,29.18,378
2014/2/9 0:00,16.4,976,31.845,321
2014/2/9 1:00,13.6,982,32.635,306
2014/2/9 2:00,15,984,2.265,330
2014/2/9 3:00,12.9,970,1.89,300
2014/2/9 4:00,15,982,2.39,324
2014/2/9 5:00,13.6,972,2.415,318
2014/2/9 6:00,13.6,965,2.015,330
2014/2/9 7:00,14.3,964,1.515,348
2014/2/9 8:00,15.7,964,1.64,339
2014/2/9 9:00,16.4,983,2.78,354
2014/2/9 10:00,17.1,977,2.915,336
2014/2/9 11:00,17.9,980,1.89,324
2014/2/9 12:00,19.3,967,4.505,342
2014/2/9 13:00,18.6,982,7.635,387
2014/2/9 14:00,19.3,965,9.3,360
2014/2/9 15:00,18.6,967,11.805,375
2014/2/9 16:00,17.9,980,15.185,390
2014/2/9 17:00,19.3,977,18.315,369
2014/2/9 18:00,18.6,977,21.445,333
2014/2/9 19:00,16.4,974,25.075,378
2014/2/9 20:00,15,965,29.595,378
2014/2/9 21:00,14.3,972,31.385,366
2014/2/9 22:00,14.3,970,34.515,336
2014/2/9 23:00,15,969,2.015,342
2014/2/10 0:00,15.7,975,3.665,324
2014/2/10 1:00,13.6,966,5.455,306
2014/2/10 2:00,15.7,961,8.335,315
2014/2/10 3:00,12.9,975,11.34,282
2014/2/10 4:00,15,968,12.255,285
2014/2/10 5:00,14.3,970,14.045,309
2014/2/10 6:00,12.9,975,16.835,282
2014/2/10 7:00,15,962,20.09,297
2014/2/10 8:00,14.3,962,22.47,318
2014/2/10 9:00,15.7,968,23.885,312
2014/2/10 10:00,16.4,975,25.8,348
2014/2/10 11:00,15.7,970,27.465,342
2014/2/10 12:00,17.1,965,31.345,336
2014/2/10 13:00,17.9,960,33.85,330
2014/2/10 14:00,18.6,964,37.105,351
2014/2/10 15:00,19.3,963,40.235,348
2014/2/10 16:00,18.6,967,43.24,330
2014/2/10 17:00,16.4,978,46.495,372
2014/2/10 18:00,17.9,979,50,354
2014/2/10 19:00,17.1,978,52.165,345
2014/2/10 20:00,15,969,53.58,339
2014/2/10 21:00,15.7,964,55.37,333
2014/2/10 22:00,16.4,974,56.635,330
2014/2/10 23:00,15,974,57.675,354
2014/2/11 0:00,17.1,976,60.09,342
2014/2/11 1:00,15.7,968,61.505,348
2014/2/11 2:00,12.9,971,5.645,366
2014/2/11 3:00,12.1,966,4.005,207
2014/2/11 4:00,12.9,969,5.395,240
2014/2/11 5:00,12.1,970,6.685,246
2014/2/11 6:00,12.9,969,2.79,234
2014/2/11 7:00,14.3,964,1.89,231
2014/2/11 8:00,14.3,966,3.665,243
2014/2/11 9:00,15,974,1.64,249
2014/2/11 10:00,17.1,974,3.54,276
2014/2/11 11:00,15,982,4.455,324
2014/2/11 12:00,17.1,973,6.495,324
2014/2/11 13:00,16.4,977,7.91,306
2014/2/11 14:00,16.4,980,10.7,306
2014/2/11 15:00,17.1,982,11.99,300
2014/2/11 16:00,16.4,966,2.265,285
2014/2/11 17:00,14.3,964,3.28,318
2014/2/11 18:00,14.3,971,4.63,321
2014/2/11 19:00,13.6,968,4.505,330
2014/2/11 20:00,13.6,962,8.01,366
2014/2/11 21:00,13.6,966,2.14,444
2014/2/11 22:00,12.9,977,4.63,459
2014/2/11 23:00,14.3,976,4.755,366
2014/2/12 0:00,13.6,978,2.79,384
2014/2/12 1:00,14.3,980,3.415,396
2014/2/12 2:00,12.1,979,6.795,396
2014/2/12 3:00,13.6,972,9.55,363
2014/2/12 4:00,12.9,978,10.715,348
2014/2/12 5:00,13.6,979,12.755,342
2014/2/12 6:00,14.3,967,15.385,354
2014/2/12 7:00,12.9,978,18.425,342
2014/2/12 8:00,12.9,971,18.965,303
2014/2/12 9:00,12.1,973,20.755,303
2014/2/12 10:00,13.6,976,23.295,297
2014/2/12 11:00,12.9,979,3.665,339
2014/2/12 12:00,12.9,969,6.295,324
2014/2/12 13:00,13.6,971,9.05,336
2014/2/12 14:00,12.9,981,2.54,312
2014/2/12 15:00,15,982,2.14,333
2014/2/12 16:00,15,964,2.79,303
2014/2/12 17:00,13.6,962,2.14,276
2014/2/12 18:00,15,965,3.405,294
2014/2/12 19:00,13.6,965,1.89,324
2014/2/12 20:00,15,974,3.54,315
2014/2/12 21:00,12.9,963,2.415,306
2014/2/12 22:00,13.6,975,5.895,324
2014/2/12 23:00,14.3,963,4.505,234
2014/2/13 0:00,13.6,969,5.67,204
2014/2/13 1:00,13.6,981,1.515,210
2014/2/13 2:00,11.4,967,2.14,174
2014/2/13 3:00,12.1,967,1.515,198
2014/2/13 4:00,12.9,977,4.77,204
2014/2/13 5:00,13.6,970,9.025,177
2014/2/13 6:00,12.9,974,12.17,204
2014/2/13 7:00,14.3,981,15.3,201
2014/2/13 8:00,14.3,978,19.32,198
2014/2/13 9:00,15,967,23.075,201
2014/2/13 10:00,15.7,984,26.095,210
2014/2/13 11:00,16.4,979,31.515,198
2014/2/13 12:00,17.9,965,4.895,189
2014/2/13 13:00,18.6,983,8.79,213
2014/2/13 14:00,17.9,981,13.685,204
2014/2/13 15:00,17.9,964,3.755,204
2014/2/13 16:00,19.3,978,6.045,201
2014/2/13 17:00,17.9,964,8.925,195
2014/2/13 18:00,18.6,970,10.465,210
2014/2/13 19:00,17.1,971,15.235,216
2014/2/13 20:00,16.4,973,18.365,237
2014/2/13 21:00,15.7,983,21.995,228
2014/2/13 22:00,15.7,975,23.535,240
2014/2/13 23:00,13.6,977,25.325,240
2014/2/14 0:00,12.1,975,2.265,234
2014/2/14 1:00,11.4,977,2.79,240
2014/2/14 2:00,12.1,978,2.765,261
2014/2/14 3:00,12.1,976,3.28,258
2014/2/14 4:00,10.7,979,4.295,255
2014/2/14 5:00,12.1,970,2.14,261
2014/2/14 6:00,11.4,973,2.265,270
2014/2/14 7:00,11.4,983,2.14,285
2014/2/14 8:00,15,969,3.405,273
2014/2/14 9:00,13.6,978,3.92,270
2014/2/14 10:00,16.4,987,3.415,282
2014/2/14 11:00,16.4,981,5.545,288
2014/2/14 12:00,14.3,975,10.84,285
2014/2/14 13:00,15,973,2.415,276
2014/2/14 14:00,15,973,3.755,228
2014/2/14 15:00,15.7,978,9.425,228
2014/2/14 16:00,15,982,13.595,222
2014/2/14 17:00,15,985,18.89,216
2014/2/14 18:00,13.6,979,24.45,186
2014/2/14 19:00,13.6,985,28.705,204
2014/2/14 20:00,13.6,974,32.1,216
2014/2/14 21:00,13.6,985,36.62,228
2014/2/14 22:00,13.6,983,39.64,222
2014/2/14 23:00,11.4,981,43.535,201
2014/2/15 0:00,13.6,975,3.755,198
2014/2/15 1:00,12.9,975,5.67,195
2014/2/15 2:00,12.1,987,7.585,201
2014/2/15 3:00,13.6,977,2.015,183
2014/2/15 4:00,10,980,1.515,180
2014/2/15 5:00,11.4,980,2.78,177
2014/2/15 6:00,10.7,974,1.64,195
2014/2/15 7:00,10.7,975,2.515,213
2014/2/15 8:00,13.6,975,5.005,216
2014/2/15 9:00,15.7,979,8.01,216
2014/2/15 10:00,15,988,10.14,195
2014/2/15 11:00,17.1,982,2.54,204
2014/2/15 12:00,17.1,982,4.705,180
2014/2/15 13:00,19.3,985,3.665,195
2014/2/15 14:00,17.1,986,3.665,216
2014/2/15 15:00,17.9,971,6.795,207
2014/2/15 16:00,18.6,985,11.215,219
2014/2/15 17:00,15.7,981,18.49,210
2014/2/15 18:00,16.4,970,23.785,210
2014/2/15 19:00,15.7,972,28.455,228
2014/2/15 20:00,14.3,971,30.71,228
2014/2/15 21:00,14.3,986,35.355,255
2014/2/15 22:00,12.1,974,38.485,252
2014/2/15 23:00,13.6,978,41.74,228
2014/2/16 0:00,12.1,979,44.37,252
2014/2/16 1:00,10.7,989,45.385,267
2014/2/16 2:00,11.4,973,47.05,246
2014/2/16 3:00,12.1,985,2.64,267
2014/2/16 4:00,12.1,973,2.64,234
2014/2/16 5:00,10,986,1.515,246
2014/2/16 6:00,10,986,2.14,261
2014/2/16 7:00,10.7,992,2.64,267
2014/2/16 8:00,12.1,992,3.28,270
2014/2/16 9:00,12.9,992,4.545,270
2014/2/16 10:00,15.7,986,3.54,255
2014/2/16 11:00,17.9,992,4.13,297
2014/2/16 12:00,15.7,974,5.27,276
2014/2/16 13:00,16.4,991,10.815,264
2014/2/16 14:00,16.4,988,13.71,234
2014/2/16 15:00,17.9,980,18.48,252
2014/2/16 16:00,16.4,978,22.25,240
2014/2/16 17:00,18.6,990,24.755,237
2014/2/16 18:00,15,976,29.01,237
2014/2/16 19:00,15,991,31.015,258
2014/2/16 20:00,15,984,36.285,237
2014/2/16 21:00,12.9,977,37.2,255
2014/2/16 22:00,10.7,984,39.615,261
2014/2/16 23:00,12.1,979,40.53,273
2014/2/17 0:00,11.4,979,42.695,261
2014/2/17 1:00,11.4,973,43.985,249
2014/2/17 2:00,11.4,987,46.025,294
2014/2/17 3:00,10,973,48.815,282
2014/2/17 4:00,9.3,976,2.79,270
2014/2/17 5:00,10.7,973,4.955,288
2014/2/17 6:00,10.7,988,6.12,297
2014/2/17 7:00,10,981,2.015,306
2014/2/17 8:00,12.1,989,3.53,339
2014/2/17 9:00,14.3,989,3.665,324
2014/2/17 10:00,15,979,2.64,303
2014/2/17 11:00,15,975,3.405,264
2014/2/17 12:00,16.4,991,2.915,294
2014/2/17 13:00,17.9,984,5.33,294
2014/2/17 14:00,19.3,980,7.71,312
2014/2/17 15:00,19.3,980,10.965,288
2014/2/17 16:00,18.6,986,15.235,270
2014/2/17 17:00,18.6,986,18.115,240
2014/2/17 18:00,16.4,987,22.76,234
2014/2/17 19:00,16.4,976,24.89,228
2014/2/17 20:00,12.9,971,28.02,246
2014/2/17 21:00,14.3,988,32.04,240
2014/2/17 22:00,11.4,978,2.015,246
2014/2/17 23:00,12.9,974,2.79,270
2014/2/18 0:00,11.4,976,4.18,240
2014/2/18 1:00,12.1,984,5.595,273
2014/2/18 2:00,11.4,980,3.165,273
2014/2/18 3:00,10,984,3.68,303
2014/2/18 4:00,11.4,983,1.64,282
2014/2/18 5:00,10.7,987,1.89,321
2014/2/18 6:00,9.3,986,2.405,315
2014/2/18 7:00,12.1,976,2.515,300
2014/2/18 8:00,12.1,977,3.655,336
2014/2/18 9:00,13.6,976,2.415,300
2014/2/18 10:00,16.4,978,2.14,291
2014/2/18 11:00,17.1,989,2.415,303
2014/2/18 12:00,18.6,972,3.165,303
2014/2/18 13:00,17.9,972,2.79,318
2014/2/18 14:00,17.1,986,7.06,264
2014/2/18 15:00,18.6,982,13.12,234
2014/2/18 16:00,19.3,974,18.04,258
2014/2/18 17:00,17.1,983,21.435,264
2014/2/18 18:00,15.7,968,26.98,288
2014/2/18 19:00,15.7,979,29.485,267
2014/2/18 20:00,12.9,987,2.915,282
2014/2/18 21:00,14.3,988,1.765,282
2014/2/18 22:00,12.9,989,6.81,279
