date,COMED_MW,hour
2013/4/29,11141,18
2013/4/29,11017,19
2013/4/29,10784,20
2013/4/29,10881,21
2013/4/29,11370,22
2013/4/29,10922,23
2013/4/30,9868,0
2013/4/30,9056,1
2013/4/30,8534,2
2013/4/30,8221,3
2013/4/30,8184,4
2013/4/30,8104,5
2013/4/30,8282,6
2013/4/30,8923,7
2013/4/30,9737,8
2013/4/30,10571,9
2013/4/30,11015,10
2013/4/30,11298,11
2013/4/30,11622,12
2013/4/30,11864,13
2013/4/30,12064,14
2013/4/30,12266,15
2013/4/30,12416,16
2013/4/30,12453,17
2013/4/30,12445,18
2013/4/30,12310,19
2013/4/30,12014,20
2013/4/30,12034,21
2013/4/30,12474,22
2013/4/30,12056,23
2013/5/1,11139,0
2013/5/1,10247,1
2013/5/1,9575,2
2013/5/1,9122,3
2013/5/1,8795,4
2013/5/1,8631,5
2013/5/1,8729,6
2013/5/1,9304,7
2013/5/1,10121,8
2013/5/1,11108,9
2013/5/1,11741,10
2013/5/1,12206,11
2013/5/1,12699,12
2013/5/1,12937,13
2013/5/1,13133,14
2013/5/1,13322,15
2013/5/1,13421,16
2013/5/1,13461,17
2013/5/1,13409,18
2013/5/1,13194,19
2013/5/1,12763,20
2013/5/1,12566,21
2013/5/1,12859,22
2013/5/1,12318,23
2013/5/2,11269,0
2013/5/2,10221,1
2013/5/2,9439,2
2013/5/2,8848,3
2013/5/2,8478,4
2013/5/2,8270,5
2013/5/2,8344,6
2013/5/2,8891,7
2013/5/2,9564,8
2013/5/2,10380,9
2013/5/2,10704,10
2013/5/2,10595,11
2013/5/2,10958,12
2013/5/2,11164,13
2013/5/2,11075,14
2013/5/2,11136,15
2013/5/2,11021,16
2013/5/2,10870,17
2013/5/2,10752,18
2013/5/2,10660,19
2013/5/2,10595,20
2013/5/2,10893,21
2013/5/2,11124,22
2013/5/2,10684,23
2013/5/3,9974,0
2013/5/3,9187,1
2013/5/3,8691,2
2013/5/3,8427,3
2013/5/3,8256,4
2013/5/3,8198,5
2013/5/3,8416,6
2013/5/3,9091,7
2013/5/3,9986,8
2013/5/3,10815,9
2013/5/3,11199,10
2013/5/3,11334,11
2013/5/3,11425,12
2013/5/3,11358,13
2013/5/3,11264,14
2013/5/3,11234,15
2013/5/3,11166,16
2013/5/3,11025,17
2013/5/3,10860,18
2013/5/3,10753,19
2013/5/3,10690,20
2013/5/3,10903,21
2013/5/3,11121,22
2013/5/3,10799,23
2013/5/4,10119,0
2013/5/4,9402,1
2013/5/4,8804,2
2013/5/4,8461,3
2013/5/4,8249,4
2013/5/4,8144,5
2013/5/4,8165,6
2013/5/4,8303,7
2013/5/4,8476,8
2013/5/4,8865,9
2013/5/4,9322,10
2013/5/4,9546,11
2013/5/4,9672,12
2013/5/4,9638,13
2013/5/4,9545,14
2013/5/4,9439,15
2013/5/4,9345,16
2013/5/4,9280,17
2013/5/4,9257,18
2013/5/4,9204,19
2013/5/4,9197,20
2013/5/4,9369,21
2013/5/4,9835,22
2013/5/4,9659,23
2013/5/5,9155,0
2013/5/5,8600,1
2013/5/5,8167,2
2013/5/5,7846,3
2013/5/5,7656,4
2013/5/5,7538,5
2013/5/5,7578,6
2013/5/5,7587,7
2013/5/5,7512,8
2013/5/5,7791,9
2013/5/5,8202,10
2013/5/5,8483,11
2013/5/5,8739,12
2013/5/5,8830,13
2013/5/5,8939,14
2013/5/5,8958,15
2013/5/5,8963,16
2013/5/5,8980,17
2013/5/5,9021,18
2013/5/5,9041,19
2013/5/5,9066,20
2013/5/5,9207,21
2013/5/5,9788,22
2013/5/5,9550,23
2013/5/6,8973,0
2013/5/6,8392,1
2013/5/6,8022,2
2013/5/6,7775,3
2013/5/6,7683,4
2013/5/6,7681,5
2013/5/6,7909,6
2013/5/6,8578,7
2013/5/6,9497,8
2013/5/6,10439,9
2013/5/6,10766,10
2013/5/6,10976,11
2013/5/6,11209,12
2013/5/6,11317,13
2013/5/6,11356,14
2013/5/6,11469,15
2013/5/6,11410,16
2013/5/6,11279,17
2013/5/6,11202,18
2013/5/6,11008,19
2013/5/6,10723,20
2013/5/6,10743,21
2013/5/6,11234,22
2013/5/6,10756,23
2013/5/7,9887,0
2013/5/7,9046,1
2013/5/7,8529,2
2013/5/7,8186,3
2013/5/7,8027,4
2013/5/7,7995,5
2013/5/7,8177,6
2013/5/7,8757,7
2013/5/7,9569,8
2013/5/7,10392,9
2013/5/7,10846,10
2013/5/7,11154,11
2013/5/7,11436,12
2013/5/7,11610,13
2013/5/7,11733,14
2013/5/7,11873,15
2013/5/7,11931,16
2013/5/7,11856,17
2013/5/7,11767,18
2013/5/7,11583,19
2013/5/7,11231,20
2013/5/7,11124,21
2013/5/7,11523,22
2013/5/7,11109,23
2013/5/8,10174,0
2013/5/8,9264,1
2013/5/8,8695,2
2013/5/8,8318,3
2013/5/8,8134,4
2013/5/8,8042,5
2013/5/8,8227,6
2013/5/8,8762,7
2013/5/8,9534,8
2013/5/8,10480,9
2013/5/8,11053,10
2013/5/8,11443,11
2013/5/8,11816,12
2013/5/8,11956,13
2013/5/8,12118,14
2013/5/8,12289,15
2013/5/8,12358,16
2013/5/8,12291,17
2013/5/8,12193,18
2013/5/8,11968,19
2013/5/8,11539,20
2013/5/8,11417,21
2013/5/8,11742,22
2013/5/8,11279,23
2013/5/9,10349,0
2013/5/9,9444,1
2013/5/9,8847,2
2013/5/9,8492,3
2013/5/9,8246,4
2013/5/9,8193,5
2013/5/9,8316,6
2013/5/9,8818,7
2013/5/9,9638,8
2013/5/9,10576,9
2013/5/9,11089,10
2013/5/9,11422,11
2013/5/9,11605,12
2013/5/9,11748,13
2013/5/9,11873,14
2013/5/9,11973,15
2013/5/9,11917,16
2013/5/9,11777,17
2013/5/9,11648,18
2013/5/9,11478,19
2013/5/9,11240,20
2013/5/9,11263,21
2013/5/9,11460,22
2013/5/9,10985,23
2013/5/10,10113,0
2013/5/10,9218,1
2013/5/10,8672,2
2013/5/10,8293,3
2013/5/10,8097,4
2013/5/10,8035,5
2013/5/10,8219,6
2013/5/10,8777,7
2013/5/10,9690,8
2013/5/10,10504,9
2013/5/10,10870,10
2013/5/10,11064,11
2013/5/10,11190,12
2013/5/10,11210,13
2013/5/10,11171,14
2013/5/10,11155,15
2013/5/10,11016,16
2013/5/10,10865,17
2013/5/10,10748,18
2013/5/10,10661,19
2013/5/10,10553,20
2013/5/10,10697,21
2013/5/10,10972,22
2013/5/10,10653,23
2013/5/11,10007,0
2013/5/11,9247,1
2013/5/11,8729,2
2013/5/11,8382,3
2013/5/11,8189,4
2013/5/11,8066,5
2013/5/11,8127,6
2013/5/11,8270,7
2013/5/11,8424,8
2013/5/11,8874,9
2013/5/11,9277,10
2013/5/11,9570,11
2013/5/11,9788,12
2013/5/11,9786,13
2013/5/11,9648,14
2013/5/11,9420,15
2013/5/11,9260,16
2013/5/11,9171,17
2013/5/11,9146,18
2013/5/11,9123,19
2013/5/11,9079,20
2013/5/11,9237,21
2013/5/11,9778,22
2013/5/11,9789,23
2013/5/12,9321,0
2013/5/12,8813,1
2013/5/12,8373,2
2013/5/12,8084,3
2013/5/12,7929,4
2013/5/12,7819,5
2013/5/12,7865,6
2013/5/12,7823,7
2013/5/12,7829,8
2013/5/12,8086,9
2013/5/12,8430,10
2013/5/12,8575,11
2013/5/12,8743,12
2013/5/12,8728,13
2013/5/12,8695,14
2013/5/12,8612,15
2013/5/12,8556,16
2013/5/12,8506,17
2013/5/12,8529,18
2013/5/12,8600,19
2013/5/12,8606,20
2013/5/12,8850,21
2013/5/12,9535,22
2013/5/12,9535,23
2013/5/13,9038,0
2013/5/13,8573,1
2013/5/13,8196,2
2013/5/13,8027,3
2013/5/13,7951,4
2013/5/13,8021,5
2013/5/13,8313,6
2013/5/13,9041,7
2013/5/13,9864,8
2013/5/13,10593,9
2013/5/13,10858,10
2013/5/13,11011,11
2013/5/13,11159,12
2013/5/13,11187,13
2013/5/13,11219,14
2013/5/13,11270,15
2013/5/13,11164,16
2013/5/13,11006,17
2013/5/13,10879,18
2013/5/13,10690,19
2013/5/13,10548,20
2013/5/13,10719,21
2013/5/13,11147,22
2013/5/13,10743,23
2013/5/14,9922,0
2013/5/14,9160,1
2013/5/14,8636,2
2013/5/14,8329,3
2013/5/14,8142,4
2013/5/14,8091,5
2013/5/14,8281,6
2013/5/14,8855,7
2013/5/14,9700,8
2013/5/14,10542,9
2013/5/14,11038,10
2013/5/14,11392,11
2013/5/14,11697,12
2013/5/14,11995,13
2013/5/14,12288,14
2013/5/14,12623,15
2013/5/14,12914,16
2013/5/14,13002,17
2013/5/14,13085,18
2013/5/14,13013,19
2013/5/14,12759,20
2013/5/14,12668,21
2013/5/14,13024,22
2013/5/14,12726,23
2013/5/15,11783,0
2013/5/15,10844,1
2013/5/15,10161,2
2013/5/15,9723,3
2013/5/15,9384,4
2013/5/15,9224,5
2013/5/15,9292,6
2013/5/15,9781,7
2013/5/15,10621,8
2013/5/15,11657,9
2013/5/15,12272,10
2013/5/15,12753,11
2013/5/15,13164,12
2013/5/15,13452,13
2013/5/15,13627,14
2013/5/15,13861,15
2013/5/15,13898,16
2013/5/15,13893,17
2013/5/15,13774,18
2013/5/15,13495,19
2013/5/15,12919,20
2013/5/15,12538,21
2013/5/15,12629,22
2013/5/15,12203,23
2013/5/16,11128,0
2013/5/16,10087,1
2013/5/16,9344,2
2013/5/16,8838,3
2013/5/16,8587,4
2013/5/16,8468,5
2013/5/16,8567,6
2013/5/16,9007,7
2013/5/16,9873,8
2013/5/16,10971,9
2013/5/16,11655,10
2013/5/16,12155,11
2013/5/16,12603,12
2013/5/16,12875,13
2013/5/16,13203,14
2013/5/16,13478,15
2013/5/16,13683,16
2013/5/16,13825,17
2013/5/16,13808,18
2013/5/16,13466,19
2013/5/16,12866,20
2013/5/16,12192,21
2013/5/16,12180,22
2013/5/16,11624,23
2013/5/17,10603,0
2013/5/17,9666,1
2013/5/17,9024,2
2013/5/17,8664,3
2013/5/17,8418,4
2013/5/17,8332,5
2013/5/17,8440,6
2013/5/17,8935,7
2013/5/17,9713,8
2013/5/17,10645,9
2013/5/17,11218,10
2013/5/17,11617,11
2013/5/17,11938,12
2013/5/17,12052,13
2013/5/17,11975,14
2013/5/17,11968,15
2013/5/17,11904,16
2013/5/17,11782,17
2013/5/17,11600,18
2013/5/17,11324,19
2013/5/17,11063,20
2013/5/17,10965,21
2013/5/17,11157,22
2013/5/17,10873,23
2013/5/18,10137,0
2013/5/18,9376,1
2013/5/18,8799,2
2013/5/18,8451,3
2013/5/18,8222,4
2013/5/18,8088,5
2013/5/18,8044,6
2013/5/18,8120,7
2013/5/18,8323,8
2013/5/18,8865,9
2013/5/18,9579,10
2013/5/18,10061,11
2013/5/18,10556,12
2013/5/18,10827,13
2013/5/18,11027,14
2013/5/18,11045,15
2013/5/18,11061,16
2013/5/18,11180,17
2013/5/18,11320,18
2013/5/18,11337,19
2013/5/18,11114,20
2013/5/18,10858,21
2013/5/18,11109,22
2013/5/18,10932,23
2013/5/19,10286,0
2013/5/19,9585,1
2013/5/19,8950,2
2013/5/19,8529,3
2013/5/19,8219,4
2013/5/19,8022,5
2013/5/19,7977,6
2013/5/19,7859,7
2013/5/19,7915,8
2013/5/19,8445,9
2013/5/19,9096,10
2013/5/19,9836,11
2013/5/19,10553,12
2013/5/19,11189,13
2013/5/19,11618,14
2013/5/19,11981,15
2013/5/19,12281,16
2013/5/19,12630,17
2013/5/19,12897,18
2013/5/19,13030,19
2013/5/19,12860,20
2013/5/19,12668,21
2013/5/19,12824,22
2013/5/19,12641,23
2013/5/20,11935,0
2013/5/20,11070,1
2013/5/20,10542,2
2013/5/20,10172,3
2013/5/20,9918,4
2013/5/20,9769,5
2013/5/20,9936,6
2013/5/20,10562,7
2013/5/20,11703,8
2013/5/20,13021,9
2013/5/20,13520,10
2013/5/20,13880,11
2013/5/20,14379,12
2013/5/20,14861,13
2013/5/20,15291,14
2013/5/20,15842,15
2013/5/20,16260,16
2013/5/20,16563,17
2013/5/20,16629,18
2013/5/20,16537,19
2013/5/20,16161,20
2013/5/20,15574,21
2013/5/20,15492,22
2013/5/20,15123,23
2013/5/21,13871,0
2013/5/21,12197,1
2013/5/21,11155,2
2013/5/21,10461,3
2013/5/21,9979,4
2013/5/21,9718,5
2013/5/21,9758,6
2013/5/21,10193,7
2013/5/21,11081,8
2013/5/21,12189,9
2013/5/21,12926,10
2013/5/21,13491,11
2013/5/21,13906,12
2013/5/21,14147,13
2013/5/21,14585,14
2013/5/21,15100,15
2013/5/21,15329,16
2013/5/21,15478,17
2013/5/21,15539,18
2013/5/21,15351,19
2013/5/21,14837,20
2013/5/21,14297,21
2013/5/21,14249,22
2013/5/21,13874,23
2013/5/22,12666,0
2013/5/22,11472,1
2013/5/22,10625,2
2013/5/22,10018,3
2013/5/22,9616,4
2013/5/22,9490,5
2013/5/22,9620,6
2013/5/22,10239,7
2013/5/22,11298,8
2013/5/22,12157,9
2013/5/22,12596,10
2013/5/22,12998,11
2013/5/22,13497,12
2013/5/22,13541,13
2013/5/22,13290,14
2013/5/22,13122,15
2013/5/22,13158,16
2013/5/22,13302,17
2013/5/22,13286,18
2013/5/22,12972,19
2013/5/22,12484,20
2013/5/22,12199,21
2013/5/22,12342,22
2013/5/22,11877,23
2013/5/23,10883,0
2013/5/23,9922,1
2013/5/23,9243,2
2013/5/23,8813,3
2013/5/23,8515,4
2013/5/23,8397,5
2013/5/23,8527,6
2013/5/23,9071,7
2013/5/23,9914,8
2013/5/23,10717,9
2013/5/23,11134,10
2013/5/23,11301,11
2013/5/23,11410,12
2013/5/23,11372,13
2013/5/23,11336,14
2013/5/23,11285,15
2013/5/23,11110,16
2013/5/23,10927,17
2013/5/23,10782,18
2013/5/23,10638,19
2013/5/23,10423,20
2013/5/23,10379,21
2013/5/23,10842,22
2013/5/23,10743,23
2013/5/24,10015,0
2013/5/24,9262,1
2013/5/24,8763,2
2013/5/24,8455,3
2013/5/24,8297,4
2013/5/24,8247,5
2013/5/24,8431,6
2013/5/24,8893,7
2013/5/24,9679,8
2013/5/24,10426,9
2013/5/24,10791,10
2013/5/24,10926,11
2013/5/24,11058,12
2013/5/24,11021,13
2013/5/24,11001,14
2013/5/24,11031,15
2013/5/24,10888,16
2013/5/24,10714,17
2013/5/24,10542,18
2013/5/24,10397,19
2013/5/24,10177,20
2013/5/24,10082,21
2013/5/24,10450,22
2013/5/24,10412,23
2013/5/25,9801,0
2013/5/25,9110,1
2013/5/25,8591,2
2013/5/25,8242,3
2013/5/25,8076,4
2013/5/25,7919,5
2013/5/25,7986,6
2013/5/25,7969,7
2013/5/25,8100,8
2013/5/25,8541,9
2013/5/25,8982,10
2013/5/25,9326,11
2013/5/25,9474,12
2013/5/25,9581,13
2013/5/25,9488,14
2013/5/25,9324,15
2013/5/25,9196,16
2013/5/25,9099,17
2013/5/25,9096,18
2013/5/25,9068,19
2013/5/25,9141,20
2013/5/25,9209,21
2013/5/25,9631,22
2013/5/25,9590,23
2013/5/26,9140,0
2013/5/26,8642,1
2013/5/26,8173,2
2013/5/26,7915,3
2013/5/26,7727,4
2013/5/26,7641,5
2013/5/26,7643,6
2013/5/26,7503,7
2013/5/26,7506,8
2013/5/26,7782,9
2013/5/26,8110,10
2013/5/26,8435,11
2013/5/26,8661,12
2013/5/26,8791,13
2013/5/26,8788,14
2013/5/26,8827,15
2013/5/26,8784,16
2013/5/26,8743,17
2013/5/26,8718,18
2013/5/26,8819,19
2013/5/26,8852,20
2013/5/26,9015,21
2013/5/26,9331,22
2013/5/26,9284,23
2013/5/27,8889,0
2013/5/27,8380,1
2013/5/27,7966,2
2013/5/27,7664,3
2013/5/27,7492,4
2013/5/27,7394,5
2013/5/27,7480,6
2013/5/27,7561,7
2013/5/27,7654,8
2013/5/27,7904,9
2013/5/27,8239,10
2013/5/27,8542,11
2013/5/27,8835,12
2013/5/27,8978,13
2013/5/27,8997,14
2013/5/27,8983,15
2013/5/27,8946,16
2013/5/27,8906,17
2013/5/27,8962,18
2013/5/27,9056,19
2013/5/27,9066,20
2013/5/27,9133,21
2013/5/27,9546,22
2013/5/27,9504,23
2013/5/28,8988,0
2013/5/28,8407,1
2013/5/28,7977,2
2013/5/28,7779,3
2013/5/28,7660,4
2013/5/28,7662,5
2013/5/28,7936,6
2013/5/28,8582,7
2013/5/28,9642,8
2013/5/28,10745,9
2013/5/28,11332,10
2013/5/28,11676,11
2013/5/28,12049,12
2013/5/28,12242,13
2013/5/28,12417,14
2013/5/28,12604,15
2013/5/28,12585,16
2013/5/28,12577,17
2013/5/28,12557,18
2013/5/28,12455,19
2013/5/28,12283,20
2013/5/28,12618,21
2013/5/28,12760,22
2013/5/28,12097,23
2013/5/29,11156,0
2013/5/29,10207,1
2013/5/29,9575,2
2013/5/29,9150,3
2013/5/29,8899,4
2013/5/29,8801,5
2013/5/29,8948,6
2013/5/29,9470,7
2013/5/29,10451,8
2013/5/29,11319,9
2013/5/29,11906,10
2013/5/29,12290,11
2013/5/29,12668,12
2013/5/29,13056,13
2013/5/29,13461,14
2013/5/29,13991,15
2013/5/29,14340,16
2013/5/29,14643,17
2013/5/29,14840,18
2013/5/29,14842,19
2013/5/29,14599,20
2013/5/29,14345,21
2013/5/29,14409,22
2013/5/29,14117,23
2013/5/30,13111,0
2013/5/30,11907,1
2013/5/30,11005,2
2013/5/30,10374,3
2013/5/30,9976,4
2013/5/30,9799,5
2013/5/30,9897,6
2013/5/30,10362,7
2013/5/30,11432,8
2013/5/30,12770,9
2013/5/30,13696,10
2013/5/30,14433,11
2013/5/30,15085,12
2013/5/30,15577,13
2013/5/30,15899,14
2013/5/30,16093,15
2013/5/30,16018,16
2013/5/30,15837,17
2013/5/30,15532,18
2013/5/30,15239,19
2013/5/30,14903,20
2013/5/30,14529,21
2013/5/30,14447,22
2013/5/30,13743,23
2013/5/31,12451,0
2013/5/31,11208,1
2013/5/31,10317,2
2013/5/31,9797,3
2013/5/31,9503,4
2013/5/31,9312,5
2013/5/31,9446,6
2013/5/31,9905,7
2013/5/31,10872,8
2013/5/31,11928,9
2013/5/31,12755,10
2013/5/31,13255,11
2013/5/31,13845,12
2013/5/31,14197,13
2013/5/31,14289,14
2013/5/31,14462,15
2013/5/31,14456,16
2013/5/31,14168,17
2013/5/31,13916,18
2013/5/31,13689,19
2013/5/31,13392,20
2013/5/31,13088,21
2013/5/31,13059,22
2013/5/31,12992,23
2013/6/1,12220,0
2013/6/1,11378,1
2013/6/1,10584,2
2013/6/1,9973,3
2013/6/1,9451,4
2013/6/1,9184,5
2013/6/1,9043,6
2013/6/1,9054,7
2013/6/1,9290,8
2013/6/1,9980,9
2013/6/1,10590,10
2013/6/1,11143,11
2013/6/1,11598,12
2013/6/1,11855,13
2013/6/1,11909,14
2013/6/1,11805,15
2013/6/1,11751,16
2013/6/1,11794,17
2013/6/1,11760,18
2013/6/1,11579,19
2013/6/1,11278,20
2013/6/1,11156,21
2013/6/1,11137,22
2013/6/1,11044,23
2013/6/2,10395,0
2013/6/2,9731,1
2013/6/2,9078,2
2013/6/2,8639,3
2013/6/2,8329,4
2013/6/2,8160,5
2013/6/2,8103,6
2013/6/2,7950,7
2013/6/2,7967,8
2013/6/2,8220,9
2013/6/2,8569,10
2013/6/2,8856,11
2013/6/2,9075,12
2013/6/2,9165,13
2013/6/2,9185,14
2013/6/2,9147,15
2013/6/2,9109,16
2013/6/2,9064,17
2013/6/2,9102,18
2013/6/2,9155,19
2013/6/2,9197,20
2013/6/2,9326,21
2013/6/2,9672,22
2013/6/2,9665,23
2013/6/3,9173,0
2013/6/3,8612,1
2013/6/3,8209,2
2013/6/3,7983,3
2013/6/3,7857,4
2013/6/3,7844,5
2013/6/3,8093,6
2013/6/3,8508,7
2013/6/3,9439,8
2013/6/3,10325,9
2013/6/3,10845,10
2013/6/3,11074,11
2013/6/3,11362,12
2013/6/3,11485,13
2013/6/3,11547,14
2013/6/3,11680,15
2013/6/3,11643,16
2013/6/3,11583,17
2013/6/3,11476,18
2013/6/3,11318,19
2013/6/3,11005,20
2013/6/3,10871,21
2013/6/3,11070,22
2013/6/3,10977,23
2013/6/4,10207,0
2013/6/4,9343,1
2013/6/4,8763,2
2013/6/4,8399,3
2013/6/4,8172,4
2013/6/4,8120,5
2013/6/4,8314,6
2013/6/4,8680,7
2013/6/4,9547,8
2013/6/4,10444,9
2013/6/4,10971,10
2013/6/4,11325,11
2013/6/4,11617,12
2013/6/4,11798,13
2013/6/4,11939,14
2013/6/4,12052,15
2013/6/4,12044,16
2013/6/4,11888,17
2013/6/4,11733,18
2013/6/4,11591,19
2013/6/4,11237,20
2013/6/4,11008,21
2013/6/4,11275,22
2013/6/4,11148,23
2013/6/5,10371,0
2013/6/5,9496,1
2013/6/5,8902,2
2013/6/5,8507,3
2013/6/5,8276,4
2013/6/5,8209,5
2013/6/5,8353,6
2013/6/5,8826,7
2013/6/5,9620,8
2013/6/5,10574,9
2013/6/5,11177,10
2013/6/5,11577,11
2013/6/5,11842,12
2013/6/5,12048,13
2013/6/5,12081,14
2013/6/5,12196,15
2013/6/5,12128,16
2013/6/5,11887,17
2013/6/5,11682,18
2013/6/5,11445,19
2013/6/5,11172,20
2013/6/5,11153,21
2013/6/5,11391,22
2013/6/5,11076,23
2013/6/6,10286,0
2013/6/6,9480,1
2013/6/6,8869,2
2013/6/6,8500,3
2013/6/6,8298,4
2013/6/6,8235,5
2013/6/6,8377,6
2013/6/6,8870,7
2013/6/6,9710,8
2013/6/6,10573,9
2013/6/6,11058,10
2013/6/6,11393,11
2013/6/6,11589,12
2013/6/6,11589,13
2013/6/6,11584,14
2013/6/6,11631,15
2013/6/6,11518,16
2013/6/6,11406,17
2013/6/6,11289,18
2013/6/6,11094,19
2013/6/6,10813,20
2013/6/6,10633,21
2013/6/6,10901,22
2013/6/6,10850,23
2013/6/7,10245,0
2013/6/7,9408,1
2013/6/7,8785,2
2013/6/7,8440,3
2013/6/7,8208,4
2013/6/7,8135,5
2013/6/7,8283,6
2013/6/7,8641,7
2013/6/7,9412,8
2013/6/7,10254,9
2013/6/7,10728,10
2013/6/7,11034,11
2013/6/7,11310,12
2013/6/7,11422,13
2013/6/7,11461,14
2013/6/7,11515,15
2013/6/7,11477,16
2013/6/7,11344,17
2013/6/7,11252,18
2013/6/7,11077,19
2013/6/7,10818,20
2013/6/7,10556,21
2013/6/7,10649,22
2013/6/7,10685,23
2013/6/8,10000,0
2013/6/8,9252,1
2013/6/8,8636,2
2013/6/8,8264,3
2013/6/8,8008,4
2013/6/8,7867,5
2013/6/8,7908,6
2013/6/8,7846,7
2013/6/8,8120,8
2013/6/8,8662,9
2013/6/8,9246,10
2013/6/8,9688,11
2013/6/8,10017,12
2013/6/8,10232,13
2013/6/8,10271,14
2013/6/8,10260,15
2013/6/8,10204,16
2013/6/8,10201,17
2013/6/8,10160,18
2013/6/8,10056,19
2013/6/8,9903,20
2013/6/8,9747,21
2013/6/8,10024,22
2013/6/8,10016,23
2013/6/9,9542,0
2013/6/9,8935,1
2013/6/9,8350,2
2013/6/9,8036,3
2013/6/9,7803,4
2013/6/9,7672,5
2013/6/9,7632,6
2013/6/9,7485,7
2013/6/9,7523,8
2013/6/9,7959,9
2013/6/9,8519,10
2013/6/9,9154,11
2013/6/9,9694,12
2013/6/9,10089,13
2013/6/9,10358,14
2013/6/9,10529,15
2013/6/9,10625,16
2013/6/9,10593,17
2013/6/9,10705,18
2013/6/9,10687,19
2013/6/9,10634,20
2013/6/9,10642,21
2013/6/9,11029,22
2013/6/9,11061,23
2013/6/10,10546,0
2013/6/10,9803,1
2013/6/10,9244,2
2013/6/10,8870,3
2013/6/10,8618,4
2013/6/10,8531,5
2013/6/10,8715,6
2013/6/10,9207,7
2013/6/10,10173,8
2013/6/10,11274,9
2013/6/10,12020,10
2013/6/10,12667,11
2013/6/10,13173,12
2013/6/10,13490,13
2013/6/10,13636,14
2013/6/10,13804,15
2013/6/10,13892,16
2013/6/10,13847,17
2013/6/10,13712,18
2013/6/10,13562,19
2013/6/10,13239,20
2013/6/10,12861,21
2013/6/10,12814,22
2013/6/10,12561,23
2013/6/11,11586,0
2013/6/11,10567,1
2013/6/11,9813,2
2013/6/11,9321,3
2013/6/11,8989,4
2013/6/11,8860,5
2013/6/11,8978,6
2013/6/11,9345,7
2013/6/11,10421,8
2013/6/11,11617,9
2013/6/11,12561,10
2013/6/11,13305,11
2013/6/11,14022,12
2013/6/11,14569,13
2013/6/11,15005,14
2013/6/11,15483,15
2013/6/11,15712,16
2013/6/11,15735,17
2013/6/11,15290,18
2013/6/11,15182,19
2013/6/11,14971,20
2013/6/11,14588,21
2013/6/11,14573,22
2013/6/11,14280,23
2013/6/12,13244,0
2013/6/12,12011,1
2013/6/12,11036,2
2013/6/12,10383,3
2013/6/12,9943,4
2013/6/12,9755,5
2013/6/12,9800,6
2013/6/12,10276,7
2013/6/12,11203,8
2013/6/12,12172,9
2013/6/12,12788,10
2013/6/12,13272,11
2013/6/12,13761,12
2013/6/12,14148,13
2013/6/12,14643,14
2013/6/12,15405,15
2013/6/12,15863,16
2013/6/12,15890,17
2013/6/12,15698,18
2013/6/12,15149,19
2013/6/12,14590,20
2013/6/12,14176,21
2013/6/12,13842,22
2013/6/12,13047,23
2013/6/13,11989,0
2013/6/13,10963,1
2013/6/13,10085,2
2013/6/13,9504,3
2013/6/13,9172,4
2013/6/13,9017,5
2013/6/13,9121,6
2013/6/13,9471,7
2013/6/13,10220,8
2013/6/13,11240,9
2013/6/13,11987,10
2013/6/13,12479,11
2013/6/13,12875,12
2013/6/13,13100,13
2013/6/13,13270,14
2013/6/13,13495,15
2013/6/13,13563,16
2013/6/13,13512,17
2013/6/13,13447,18
2013/6/13,13215,19
2013/6/13,12648,20
2013/6/13,12097,21
2013/6/13,11939,22
2013/6/13,11826,23
2013/6/14,10966,0
2013/6/14,9964,1
2013/6/14,9270,2
2013/6/14,8784,3
2013/6/14,8554,4
2013/6/14,8401,5
2013/6/14,8535,6
2013/6/14,8785,7
2013/6/14,9606,8
2013/6/14,10586,9
2013/6/14,11241,10
2013/6/14,11743,11
2013/6/14,12162,12
2013/6/14,12425,13
2013/6/14,12605,14
2013/6/14,12891,15
2013/6/14,13071,16
2013/6/14,13193,17
2013/6/14,13207,18
2013/6/14,13008,19
2013/6/14,12492,20
2013/6/14,11812,21
2013/6/14,11644,22
2013/6/14,11502,23
2013/6/15,10722,0
2013/6/15,9841,1
2013/6/15,9119,2
2013/6/15,8653,3
2013/6/15,8444,4
2013/6/15,8334,5
2013/6/15,8353,6
2013/6/15,8439,7
2013/6/15,8664,8
2013/6/15,9190,9
2013/6/15,9798,10
2013/6/15,10333,11
2013/6/15,10641,12
2013/6/15,10811,13
2013/6/15,10959,14
2013/6/15,11027,15
2013/6/15,11152,16
2013/6/15,11409,17
2013/6/15,11785,18
2013/6/15,12057,19
2013/6/15,11994,20
2013/6/15,11907,21
2013/6/15,12132,22
2013/6/15,12210,23
2013/6/16,11701,0
2013/6/16,10923,1
2013/6/16,10221,2
2013/6/16,9463,3
2013/6/16,9068,4
2013/6/16,8780,5
2013/6/16,8584,6
2013/6/16,8370,7
2013/6/16,8489,8
2013/6/16,9114,9
2013/6/16,10003,10
2013/6/16,10854,11
2013/6/16,11682,12
2013/6/16,12363,13
2013/6/16,12812,14
2013/6/16,13192,15
2013/6/16,13528,16
2013/6/16,13842,17
2013/6/16,14011,18
2013/6/16,14062,19
2013/6/16,13857,20
2013/6/16,13480,21
2013/6/16,13291,22
2013/6/16,13245,23
2013/6/17,12424,0
2013/6/17,11355,1
2013/6/17,10500,2
2013/6/17,9863,3
2013/6/17,9449,4
2013/6/17,9233,5
2013/6/17,9352,6
